-9.42970387e-02 -4.36670924e+00 -4.59062754e+00 -1.81277851e+00 -1.42744245e+00 -2.87583693e+00
-3.43923247e-01 -4.06900681e+00 -1.07413560e+00 3.25391697e-01 -3.25891066e+00 4.98949099e+00
-5.01154545e+00 -8.00320487e-01 -4.98302826e-01 -3.79686609e-01 -7.55150188e+00 5.13210514e-02
1.75791529e+00 -1.73849302e+00 1.16549768e+00 -7.06241835e+00 6.52878971e+00 1.58480607e+00
1.28912076e+00 1.82563282e+00 2.61935313e+00 5.29411027e+00 3.94885635e+00 8.81777365e-01
-1.23011501e+00 1.84387544e+00 -1.03658808e+00 6.13647559e+00 6.75330815e+00 -7.05831331e+00
-1.09684507e+00 3.26258190e+00 -2.02500882e+00 6.45755581e+00 2.09990573e+00 -6.83387484e+00
-1.29373444e+00 3.71824461e-01 -1.02828172e+00 -5.47191350e+00 2.23195165e+00 5.76144830e+00
-2.39061497e-01 5.94504910e-01 7.62280429e-02 -3.33945349e+00 -1.87337447e+00 6.67720124e+00
-4.33895638e-01 -9.57513612e-01 -7.63666297e-01 -8.65266651e+00 1.16403438e+00 -5.22397506e+00
1.11748984e+00 1.04072172e+00 1.38863182e+00 -9.10725939e+00 2.09597270e+00 3.14730099e+00
4.76309294e-01 3.69296956e+00 -2.66517405e+00 1.94606441e+00 4.74391632e+00 -8.16442850e-01
7.90453203e-01 -1.68221904e+00 -8.65082234e-01 2.81597319e+00 -6.09330358e-01 -2.76157866e+00
-4.66468339e-01 6.16662499e-01 -4.52318613e-01 8.31224789e-01 8.39122951e+00 8.52311790e+00
2.11616712e-01 -8.61189722e-01 -3.04562139e+00 3.12079042e+00 -1.57605793e+00 -2.17972644e-01
2.63518610e+00 1.14649957e+00 1.87806085e+00 1.11753191e+00 -7.53613778e-01 7.20045906e+00
-3.75160048e+00 9.90110416e-01 -2.86915095e+00 -4.38523210e+00 -5.76323041e+00 1.46703302e+00
1.80064610e-01 -3.36881506e+00 1.81691151e+00 -9.64897440e-01 5.25909459e+00 1.00273566e+00
-5.77767554e-01 -1.98714311e+00 5.35701945e-01 3.26390674e+00 1.00416829e+01 3.34090982e+00
-2.41698326e+00 -1.28205948e+00 1.38949233e+00 -4.57866104e+00 3.43285480e+00 -7.17632705e+00
-8.25200223e-01 -7.95853063e-01 1.13755577e+00 -4.69304682e+00 -2.40139774e+00 -2.41734808e-01
-7.47841173e-01 1.81633636e-02 -1.26169532e+00 -3.50553213e+00 1.16876970e+00 7.44519384e+00
2.81096672e+00 4.43724004e-01 -1.20369975e+00 -3.20508919e+00 -4.53979615e+00 -8.62388249e-01
6.14870769e-01 -3.59514995e-01 9.81676443e-01 -4.48083320e-01 6.64741586e+00 6.77774708e+00
1.86633661e+00 -6.55884119e-01 -8.08272219e-01 1.53144104e-01 -6.50999753e+00 6.72927230e+00
-2.67454233e+00 2.34415174e+00 1.15979953e+00 1.76928759e+00 9.62591596e+00 -2.20545804e+00
-2.52969852e+00 -3.82258237e+00 -4.42269871e+00 -2.47372801e+00 1.84977871e+00 3.10476712e+00
-1.77631642e+00 -3.05001280e+00 2.35067035e+00 3.94645868e-01 -6.00520177e+00 -1.51533691e+00
-2.69389355e+00 2.30085138e+00 -3.11747139e+00 -1.72897950e+00 -3.10418102e+00 3.20474998e-01
3.27670298e+00 3.93035062e+00 3.02379431e+00 -2.98596944e+00 9.58309528e-01 1.63963779e+00
-4.74831867e+00 1.91317350e+00 -2.12745693e+00 -1.17506187e+00 -1.11358076e+00 -6.48959568e+00
-1.19155278e+00 3.71718614e+00 1.74958155e+00 2.31122656e+00 -1.67236124e+00 3.54670355e+00
8.19795857e-01 -5.09385675e+00 1.38322381e+00 -3.68684098e+00 -4.98765783e+00 2.17569791e+00
4.38418568e-01 2.86336574e+00 7.98498694e-01 -1.34627444e+00 -9.50167704e-01 -1.53434589e+00
2.33640570e+00 4.15691028e+00 1.09467483e+00 -2.11435613e-01 5.75957869e+00 4.45531240e+00
-1.21191145e+00 2.28739461e+00 -2.23641044e+00 2.78573865e+00 3.52653121e+00 2.98552581e+00
1.62506085e+00 9.62952064e-01 -1.88101449e+00 -2.27504634e+00 5.80871979e+00 1.90920559e+00
-3.73345931e+00 -1.25269643e+00 1.08246633e+00 -2.10287342e+00 -4.41661692e+00 -3.52352725e+00
-2.30845827e+00 9.31430183e-01 2.20773941e+00 -3.29477402e+00 -5.11707524e+00 1.11660383e+00
-1.09284242e+00 -5.46347092e-01 -1.74195039e+00 -1.17516162e+00 2.32438066e+00 1.04073730e+00
2.15967430e+00 -2.64527521e+00 -3.21583358e-02 3.36464647e+00 8.47437006e+00 -1.41575325e+00
3.36083009e+00 2.57811843e+00 -2.30268285e+00 -4.51426942e+00 -4.47895700e+00 -5.77845683e+00
1.59512876e+00 1.14194196e-02 1.85855844e+00 3.37338437e+00 -6.93664538e+00 -5.00685773e+00
7.45068690e-01 1.27716149e+00 1.32089958e+00 1.86999314e-01 1.91476541e+00 2.55621817e+00
3.78806248e-01 -1.91701914e+00 -6.27261958e-01 -3.65873500e+00 -1.80673388e+00 -1.54268920e+00
-7.26903414e-01 9.10734528e-01 2.86167662e-01 1.00794451e+01 8.71600173e-01 3.47400404e+00
6.76274582e-02 -2.47193951e-02 -3.75130877e-02 3.16852978e+00 2.91126853e+00 -1.28860193e+01
5.19520918e-01 -4.78904820e-01 1.42324375e-01 -6.06563599e+00 -3.42601890e+00 -5.78062589e+00
2.06781983e-01 4.87189673e+00 -2.47519491e+00 1.39118692e-01 2.95410910e+00 1.93868518e+00
-6.49755226e-01 3.03243859e-01 -1.56559203e+00 -4.88039135e-01 6.23016537e+00 -1.79854515e+00
6.26322679e+00 4.59682588e+00 3.29362714e+00 -2.63122056e+00 -1.24481183e+00 -1.49266562e+00
-6.96194978e-01 3.26367722e+00 1.29009213e+00 -9.23406850e-01 -8.80846039e+00 2.01282284e+00
2.06700088e-01 2.99114919e+00 -8.72883394e-01 5.64135432e-01 -1.26451473e+00 4.41422179e+00
-3.73853215e+00 4.83761893e-02 -3.95524628e+00 -2.29523736e+00 1.56619848e+00 -4.23680116e-02
-5.45484795e-01 -1.28495411e+00 -1.63773437e+00 -8.70271983e+00 -1.98892673e+00 -8.06447724e-01
-1.21583551e+00 -8.33169683e+00 -2.40350729e+00 -2.87424306e+00 3.46127118e-01 3.80141450e+00
1.07764642e+00 -4.90184005e-02 2.29447265e+00 -6.11672502e+00 -3.01555585e+00 -2.78146733e+00
-7.60403043e-01 2.32311223e+00 3.42227039e-01 6.20916022e+00 -6.67892924e-01 -3.00601197e+00
6.63843587e-01 -2.95497178e+00 5.06442639e-01 3.34815457e+00 4.92082700e-01 -4.13727821e+00
-9.10577766e-01 3.27202620e+00 1.59266371e+00 -3.00374440e+00 1.15150424e+00 1.60825708e+00
-2.41053837e-01 2.52606143e-01 -6.37387862e-02 -6.85108639e+00 5.65211208e+00 -8.65727936e+00
3.19061311e-01 -8.56432954e-01 -3.05768420e+00 4.75361472e-01 8.93867388e-01 2.62484390e+00
1.63278983e+00 3.79717654e+00 -1.09306138e-01 -3.04375534e+00 -9.23794572e-01 -5.30950081e+00
-3.10354645e+00 4.59393843e-01 -3.60648286e-01 7.55687599e+00 -3.40472578e+00 5.42770321e+00
-1.20995752e+00 -4.60422703e-01 1.32682457e+00 -5.84791505e+00 -3.40893263e+00 -2.42554777e+00
1.36859741e+00 -1.95392548e+00 -9.26020973e-01 2.25398486e+00 -3.04441158e+00 -7.12043321e-01
-2.06470556e+00 8.40014662e+00 -2.47396833e+00 -1.33799361e+00 2.35666721e-01 -4.20268756e+00
-1.07096278e+00 2.99028786e+00 -4.09296760e+00 -5.46554269e+00 -2.41554688e+00 6.72138695e-01
-7.43118418e-01 -1.71790259e+00 2.54360673e+00 -2.98708450e+00 -8.30459503e+00 -4.32747087e+00
1.83119342e+00 1.59111527e-01 1.92951093e-01 4.47275353e+00 6.15480787e+00 -6.09130053e+00
1.73086056e-01 -1.36605741e-01 7.25763745e-01 2.21312070e+00 1.63859498e+00 -4.18549268e-02
1.48080529e+00 -5.66238869e-01 -6.23087213e-02 2.57113685e-01 2.00120044e+00 3.09746617e+00
4.91091675e+00 2.23034239e-01 -1.03715587e+00 -6.83551313e-02 2.99378407e+00 -4.46525051e+00
-2.96858786e-02 1.42925605e+00 4.67728486e+00 9.13628547e-01 3.65999257e-01 3.74606393e+00
1.78872902e+00 2.99168710e+00 4.28264803e-01 6.48340443e+00 5.84399752e-01 -4.18649608e+00
-3.15625104e-01 -1.51779906e+00 5.56319734e-01 -5.63988256e+00 1.05425381e+01 -1.88109737e+00
-8.47725387e-01 -1.69170872e+00 4.21782909e+00 5.80841409e+00 -7.20977134e-01 -6.87312765e-01
-5.61389718e+00 -1.45903771e+00 2.21676582e+00 6.33845167e+00 2.87949999e+00 -2.85143339e-01
1.18823384e+00 1.13009742e+00 3.98836940e-01 2.30145548e+00 5.44942801e-02 4.57609821e-01
-8.28347188e-01 -3.70526386e-01 1.45873681e+00 8.83108205e-01 -7.94142697e+00 2.48203049e+00
-7.75196745e-01 1.78237416e+00 1.97015694e+00 3.96650358e+00 1.09793676e+01 8.49966640e-01
8.89033821e-01 1.87520957e+00 -9.84124100e-03 8.21974840e-01 4.86236481e+00 -7.44886907e+00
-1.48703700e+00 -2.60322112e+00 4.90603568e-02 -2.32819895e+00 7.10845712e-01 -1.57894791e-01
-6.55280157e+00 -6.70734825e-01 4.69680546e+00 -8.54787594e-01 2.14838184e+00 -4.52146123e+00
-6.83683821e-01 -5.12786501e+00 -2.19706035e+00 3.49024760e+00 3.28144365e+00 -5.32048129e+00
1.16254499e+00 1.87837804e+00 4.89570905e+00 7.74930154e-01 -1.88147912e+00 2.81312407e+00
1.28789684e+00 -1.91319796e+00 -7.38018149e-02 6.36864320e-01 -3.84704039e+00 4.59592402e+00
-1.24487898e-01 -8.22060282e-03 1.96998825e-01 -3.43077838e+00 4.16919665e-01 2.40686772e-01
-7.72698642e-01 6.27972489e-01 1.01557505e+00 -4.11330893e+00 4.09276046e+00 -6.67227079e+00
1.50011460e-01 -1.22180601e+00 -2.86288496e+00 -7.17502631e+00 -2.14346060e+00 -5.38568428e+00
3.46951759e-01 -3.81134739e+00 -3.28374244e+00 -5.35342560e+00 -1.33848779e+00 -1.78246573e+00
-6.63565323e-01 2.47433771e-01 9.04441443e-01 2.07389497e-01 -3.89234165e+00 -6.28244599e+00
-6.78827728e-01 -2.24713834e+00 1.70162558e+00 1.72659137e+00 2.13228930e+00 -6.39956359e-01
1.32160194e+00 2.25368204e+00 5.94696083e-01 -1.78172269e-01 3.19348627e+00 8.54039470e+00
7.97435048e-01 -1.71118083e-01 -3.33677999e+00 2.88507574e-01 9.17218027e-02 -4.27548245e+00
2.53689119e+00 7.27345143e-01 1.41063010e+00 -7.12155515e+00 -3.18807652e+00 3.42349673e+00
-1.27431850e-01 1.38173656e+00 6.86264984e-01 8.23517652e+00 -6.20338816e+00 8.17971494e+00
8.58300620e-01 2.61341356e+00 2.05395793e+00 4.09902078e-01 2.44863783e+00 -3.08074619e+00
-1.56503621e+00 5.45425149e-01 -3.24507557e-01 -2.98175780e+00 -2.92121383e-01 -2.63425157e+00
-9.23865391e-02 1.05851060e+00 1.69318453e-01 3.63357239e+00 -6.32655845e+00 5.80910405e-01
-1.34598948e+00 7.58299636e-01 -1.92093604e+00 -4.80030781e+00 -2.59146052e+00 -1.10632816e+00
5.89229702e+00 -2.28946439e+00 7.08074020e-01 -3.72091512e+00 -5.01199796e-01 -4.83139328e-01
-3.21912480e+00 1.74298179e+00 -2.02816595e+00 3.18154582e+00 5.35013928e+00 -5.61854344e+00
-1.55006723e+00 -5.90666063e-01 1.35654007e+00 7.50272839e+00 2.94696891e-01 -7.41925976e-01
1.88954142e+00 5.19132350e-02 -5.40630703e-01 6.77555778e+00 4.93358016e+00 4.81031466e+00
1.08092823e+00 -1.42913909e+00 -2.67956171e+00 1.30710145e+00 3.93263989e+00 3.51251859e+00
-2.07631804e+00 -1.02333252e+00 -1.12237706e+00 4.05185594e-01 -1.21870590e+00 9.98720440e+00
2.08483091e-01 5.85143993e-01 1.63599646e+00 -5.37269182e-02 -2.91363870e+00 3.66777733e+00
7.36014951e-01 -7.41647995e-01 3.12370918e-01 -8.84770122e+00 -1.81490039e-01 -1.14090225e+00
1.48220469e+00 1.63164837e+00 -1.68187845e+00 5.78671978e+00 9.41530714e-01 7.64211890e+00
-1.29636723e-01 1.18691808e+00 3.31615482e-01 1.51735705e+00 9.83100114e-01 -5.31702473e+00
1.35617018e+00 -1.71660353e+00 -6.96055242e-01 -6.96249151e+00 -6.30528248e-01 -3.23626217e+00
5.32528416e-01 2.18337907e+00 -7.02528516e-01 -8.00760765e-01 8.97767615e+00 -3.02188133e+00
1.22643399e+00 1.38516815e+00 -1.32166962e+00 1.18033562e+00 1.56209997e+00 6.26097183e+00
3.60656481e+00 -7.39760359e-01 1.92460982e+00 4.86342240e+00 -6.49719529e+00 2.39322374e+00
-2.45581812e+00 -1.11500205e+00 5.11076033e+00 1.77833277e+00 2.16579105e+00 -1.48117833e-01
-8.63369836e-01 -1.20704570e+00 2.19229499e+00 7.32085213e+00 -3.20293595e+00 3.52967255e-01
1.65021973e+00 -3.65356462e-02 -1.19111863e+00 -3.35683497e+00 6.13748770e+00 3.46963428e+00
4.35798888e-01 2.86725993e+00 -2.16196948e+00 -3.00535784e-01 -2.87434615e+00 -2.16420366e+00
-5.26613991e-01 -2.62340061e-01 -8.23273236e-01 -5.36820662e+00 -3.82152970e+00 8.89671667e+00
-1.81880064e+00 -2.00224731e+00 6.13907051e-01 5.99232441e-01 6.69037020e-01 3.64305843e+00
1.24642698e+00 -1.56604809e-01 -2.51042113e+00 -2.90166652e+00 5.89529087e+00 1.62098401e+00
4.76215613e-02 -3.81492429e-01 1.85944481e-01 -3.72748028e-01 -4.50327765e+00 -3.11756188e+00
7.98752337e-01 -9.96305969e-01 -3.09126028e-01 -3.64883545e+00 -2.16050517e-01 4.34280267e+00
-4.11735006e-01 -2.78909556e+00 1.87626777e+00 3.96317375e+00 4.73599074e+00 -3.04433816e+00
-2.82107216e+00 5.14453438e+00 1.07353091e+00 1.29710293e+00 2.81411380e+00 4.65492004e+00
-3.09189712e-01 8.18711815e-01 1.24784559e+00 -2.72460369e+00 3.01264820e+00 3.33686593e+00
6.04870374e+00 1.39698863e-01 3.07434785e+00 2.76834373e+00 5.88586228e-01 3.79050043e+00
